"name","year-month","avg_monthly_pct_change"
"EA","2025-12","0.056132093340029915"
"EA","2026-01","0.0059073449361760535"
"EA","2026-02","-0.12527946458590605"
"EA","2026-03","0.141585704292653"
"EA","2026-04","-0.02768641666607961"
"EA","2026-05","-0.11452074473716715"
"F","2025-12","-0.15307379931575543"
"F","2026-01","0.19694417080726878"
"F","2026-02","0.12796990245192635"
"F","2026-03","-0.8242007143135684"
"F","2026-04","0.28154360392511235"
"F","2026-05","1.123235288584223"
"GE","2025-12","0.284834031329343"
"GE","2026-01","-0.028688241089669497"
"GE","2026-02","0.3347724806180041"
"GE","2026-03","-0.6898351598764396"
"GE","2026-04","-0.02465926217363386"
"GE","2026-05","-0.3748805568860669"
"GM","2025-12","0.12142016724271815"
"GM","2026-01","-0.009156440897844408"
"GM","2026-02","-0.3157871719867381"
"GM","2026-03","-0.0012550282190936033"
"GM","2026-04","0.0809067369959538"
"GM","2026-05","-0.6772489326672653"
"GOOGL","2025-12","0.46692155594200013"
"GOOGL","2026-01","0.012005435072861365"
"GOOGL","2026-02","0.09634090492701337"
"GOOGL","2026-03","0.0694135335303109"
"GOOGL","2026-04","0.7154726981930141"
"GOOGL","2026-05","0.6222069066323894"
"GS","2025-12","-0.1725661406663156"
"GS","2026-01","0.6326164341376981"
"GS","2026-02","-0.3911690417073474"
"GS","2026-03","0.2733060803088747"
"GS","2026-04","0.2754684758372542"
"GS","2026-05","0.20106983689658145"
"HD","2025-12","-0.4104825014713733"
"HD","2026-01","0.5672790802711968"
"HD","2026-02","-0.04346045777606492"
"HD","2026-03","-0.5670152685340623"
"HD","2026-04","0.020131274765504317"
"HD","2026-05","-1.154747121353354"
"IBM","2025-12","-0.1902783701106673"
"IBM","2026-01","-0.25743576809473623"
"IBM","2026-02","-0.9411679870790784"
"IBM","2026-03","0.22560276017306372"
"IBM","2026-04","-0.12285308552983405"
"IBM","2026-05","-0.936269398054304"
"INTC","2025-12","-0.1363844772336647"
"INTC","2026-01","0.5417608975583545"
"INTC","2026-02","0.363192570815554"
"INTC","2026-03","0.015837089305304242"
"INTC","2026-04","2.265378388704568"
"INTC","2026-05","1.7976733808111196"
"JNJ","2025-12","0.010598570943853032"
"JNJ","2026-01","0.5210407047813861"
"JNJ","2026-02","0.31169195490377055"
"JNJ","2026-03","-0.15028534001794178"
"JNJ","2026-04","-0.14433986951334618"
"JNJ","2026-05","-0.07675233864782466"
"JPM","2025-12","0.11921131421860116"
"JPM","2026-01","0.021995927981596657"
"JPM","2026-02","-0.03427941910628142"
"JPM","2026-03","0.1454042469216495"
"JPM","2026-04","0.23855657866789437"
"JPM","2026-05","-0.46361708094801923"
"KO","2025-12","0.03909528303682692"
"KO","2026-01","0.354192688757763"
"KO","2026-02","0.46768950344191207"
"KO","2026-03","-0.2322333606763782"
"KO","2026-04","-0.07008224845036722"
"KO","2026-05","0.22331311228537765"
"LOW","2025-12","-0.2858462374752942"
"LOW","2026-01","0.6179126098254714"
"LOW","2026-02","0.14534466921669073"
"LOW","2026-03","-0.33932978564412913"
"LOW","2026-04","5.361908012743457E-4"
"LOW","2026-05","-1.1671021106412514"
"MA","2025-12","0.14125019406834355"
"MA","2026-01","-0.08170329913674018"
"MA","2026-02","-0.07365036060768503"
"MA","2026-03","0.00979967370054181"
"MA","2026-04","0.03299635318079569"
"MA","2026-05","-0.24527645664831668"
"MCD","2025-12","-0.19116135321097583"
"MCD","2026-01","0.19092827553865724"
"MCD","2026-02","0.19625769015498817"
"MCD","2026-03","-0.34767278169200355"
"MCD","2026-04","-0.20356219379346882"
"MCD","2026-05","-1.1339633416793173"
"META","2025-12","0.1388127897077498"
"META","2026-01","-0.08195483701133069"
"META","2026-02","-0.11503999572240989"
"META","2026-03","-0.3429591547055964"
"META","2026-04","0.3282370505446288"
"META","2026-05","0.3205958743729093"
"MMM","2025-12","-0.19525716416311772"
"MMM","2026-01","0.1756107307940611"
"MMM","2026-02","0.4896576604995968"
"MMM","2026-03","-0.34022214147616164"
"MMM","2026-04","-0.08372455451197165"
"MMM","2026-05","-0.5827773295205538"
"MRK","2025-12","0.7000609525526839"
"MRK","2026-01","0.15126406956014254"
"MRK","2026-02","0.5105376944000555"
"MRK","2026-03","-0.04750559197121118"
"MRK","2026-04","-0.15971470554852943"
"MRK","2026-05","0.04383653614153178"
"MS","2025-12","-0.06419372143944352"
"MS","2026-01","0.3076050904494692"
"MS","2026-02","-0.45998407121875134"
"MS","2026-03","0.34840494796449717"
"MS","2026-04","0.3069340439643988"
"MS","2026-05","0.0960406436679781"
"MSFT","2025-12","0.18436991032023137"
"MSFT","2026-01","-0.11793479226197119"
"MSFT","2026-02","-0.5045079795363128"
"MSFT","2026-03","-0.2008957470846469"
"MSFT","2026-04","0.4044475508940943"
"MSFT","2026-05","0.12036341373390279"
"NFLX","2025-12","0.06667861010665442"
"NFLX","2026-01","-0.4493489083865816"
"NFLX","2026-02","0.054864767576765436"
"NFLX","2026-03","0.18527385042239325"
"NFLX","2026-04","0.35187712530673376"
"NFLX","2026-05","-0.4710431962666346"
"NKE","2025-12","0.2889533147561449"
"NKE","2026-01","0.09072103284113053"
"NKE","2026-02","0.08440331555986143"
"NKE","2026-03","-0.4188069369920439"
"NKE","2026-04","-0.3739592303609763"
"NKE","2026-05","-0.6235535492760775"
"NVDA","2025-12","0.4964533176048111"
"NVDA","2026-01","-0.2580053644978868"
"NVDA","2026-02","-0.5867562015732194"
"NVDA","2026-03","0.05598455876443665"
"NVDA","2026-04","0.7580517589092443"
"NVDA","2026-05","0.7926066802612795"
"ORCL","2025-12","0.26180438931255784"
"ORCL","2026-01","-0.7473805514398432"
"ORCL","2026-02","-1.0292686146524315"
"ORCL","2026-03","-0.002351727936837184"
"ORCL","2026-04","-0.15552863329971242"
"ORCL","2026-05","1.0541554122595709"
"PEP","2025-12","-0.3631000745916443"
"PEP","2026-01","0.4208566384908631"
"PEP","2026-02","0.4177848164622397"
"PEP","2026-03","-0.3638104851715028"
"PEP","2026-04","0.16203240658329288"
"PEP","2026-05","-0.5852264049893301"
"PFE","2025-12","-0.04707874783220591"
"PFE","2026-01","0.39794608578352214"
"PFE","2026-02","0.38652763077825764"
"PFE","2026-03","0.08495921058039314"
"PFE","2026-04","-0.3446764062359419"
"PFE","2026-05","-0.27583544546881655"
"PG","2025-12","-0.1204658815520644"
"PG","2026-01","0.2768668408499371"
"PG","2026-02","0.4539849421155357"
"PG","2026-03","-0.536577690351597"
"PG","2026-04","-0.1380855112315294"
"PG","2026-05","-0.4594924846214774"
"PLTR","2025-12","-0.21302835617961144"
"PLTR","2026-01","-1.345975697231101"
"PLTR","2026-02","-0.6447110727557166"
"PLTR","2026-03","0.22134311415756125"
"PLTR","2026-04","-0.3476906461679361"
"PLTR","2026-05","-0.3015050776525967"
"PYPL","2025-12","-0.0860851933007128"
"PYPL","2026-01","-0.34814326558680475"
"PYPL","2026-02","0.6174906373296567"
"PYPL","2026-03","0.3226120696292321"
"PYPL","2026-04","0.5743367524241184"
"PYPL","2026-05","0.1663225784036884"
"QCOM","2025-12","-0.4365135777450552"
"QCOM","2026-01","-0.4131603434801801"
"QCOM","2026-02","0.45019892583132043"
"QCOM","2026-03","-0.140320480495701"
"QCOM","2026-04","0.41580351511821434"
"QCOM","2026-05","0.571522531895517"
"ROKU","2025-12","0.09094831245747532"
"ROKU","2026-01","-0.8519296180218072"
"ROKU","2026-02","-0.3378489717207377"
"ROKU","2026-03","0.18003602378539488"
"ROKU","2026-04","0.4839512490151447"
"ROKU","2026-05","-0.435658551895909"
"SBUX","2025-12","-0.3157181057233443"
"SBUX","2026-01","0.2515855107421456"
"SBUX","2026-02","0.43915620215804074"
"SBUX","2026-03","-0.06672453649687755"
"SBUX","2026-04","0.4082926899030224"
"SBUX","2026-05","0.11385187937219277"
"SHOP","2025-12","-0.3414565530459995"
"SHOP","2026-01","-1.0015986081991575"
"SHOP","2026-02","-0.5783879858880526"
"SHOP","2026-03","0.5705118807678843"
"SHOP","2026-04","-0.19216259327368798"
"SHOP","2026-05","-1.3177321769975014"
"SLB","2025-12","-0.26745986274912237"
"SLB","2026-01","0.24191652163529578"
"SLB","2026-02","0.28773067193272306"
"SLB","2026-03","-0.012015090979564718"
"SLB","2026-04","0.5131816236497299"
"SLB","2026-05","0.040076234608713825"
"SNOW","2025-12","0.3245471642308986"
"SNOW","2026-01","-0.5675518751732229"
"SNOW","2026-02","-1.2291160138713153"
"SNOW","2026-03","0.11056748285696462"
"SNOW","2026-04","-0.6602511916377841"
"SNOW","2026-05","0.22514454617247331"
"TGT","2025-12","-0.0685433667740797"
"TGT","2026-01","0.37213666805160317"
"TGT","2026-02","0.3860426605241198"
"TGT","2026-03","0.24213133888354346"
"TGT","2026-04","0.2893915972617093"
"TGT","2026-05","-1.0270675547197214"
"TMO","2025-12","0.4259905697558665"
"TMO","2026-01","0.49282202072140135"
"TMO","2026-02","-0.4003734029893148"
"TMO","2026-03","-0.13212894162687006"
"TMO","2026-04","0.2569319088119248"
"TMO","2026-05","-0.8324671544412396"
"TSLA","2025-12","-0.987229671148498"
"TSLA","2026-01","-0.41114507435366454"
"TSLA","2026-02","0.10553995673348843"
"TSLA","2026-03","-0.18408855311768238"
"TSLA","2026-04","0.10277019005465189"
"TSLA","2026-05","1.5566284197922724"
"TTWO","2025-12","0.7068230628940875"
"TTWO","2026-01","-0.6827210427306944"
"TTWO","2026-02","-0.3848397760605961"
"TTWO","2026-03","-0.03176505305955885"
"TTWO","2026-04","0.25637000859987397"
"TTWO","2026-05","0.23208687800355202"
"TXN","2025-12","-0.4146997558707005"
"TXN","2026-01","0.957712836206244"
"TXN","2026-02","0.01691833881534066"
"TXN","2026-03","-0.40357339704816475"
"TXN","2026-04","0.7549797041096391"
"TXN","2026-05","0.48060237542021117"
"UBER","2025-12","-0.04960222349615197"
"UBER","2026-01","0.08282584407979054"
"UBER","2026-02","-0.093842553188955"
"UBER","2026-03","-0.3250686468536143"
"UBER","2026-04","-0.1670537476522053"
"UBER","2026-05","-0.7701457747964086"
"UNH","2025-12","0.2378978832744482"
"UNH","2026-01","0.2507826263532985"
"UNH","2026-02","0.1766456660290935"
"UNH","2026-03","-0.21224501481126445"
"UNH","2026-04","0.3717187980414594"
"UNH","2026-05","0.873828125727584"
"V","2025-12","0.16010379763858903"
"V","2026-01","-0.19669576555495352"
"V","2026-02","0.06163878931858849"
"V","2026-03","-0.07716489996410945"
"V","2026-04","-0.04170952853964318"
"V","2026-05","-0.37319854540751374"
"WMT","2025-12","-0.19986341937563548"
"WMT","2026-01","0.3753091040010519"
"WMT","2026-02","0.3360929749970841"
"WMT","2026-03","-0.02357062189401762"
"WMT","2026-04","0.40494923195892274"
"WMT","2026-05","0.1325551351682722"
"XOM","2025-12","0.07664153895137857"
"XOM","2026-01","0.4251138759286162"
"XOM","2026-02","0.22264328661046176"
"XOM","2026-03","0.08750786670245005"
"XOM","2026-04","-0.005897303668194124"
"XOM","2026-05","0.41588275630116595"
"XYZ","2025-12","0.26408754032274223"
"XYZ","2026-01","-0.3522132218004381"
"XYZ","2026-02","-0.20975348065434266"
"XYZ","2026-03","0.12980261409773658"
"XYZ","2026-04","0.4339105563845295"
"XYZ","2026-05","-0.8509196154557217"
"ZM","2025-12","-7.686569491770613E-4"
"ZM","2026-01","0.2705510910188851"
"ZM","2026-02","-0.4698709064809045"
"ZM","2026-03","0.6986189661160908"
"ZM","2026-04","0.3387486520075055"
"ZM","2026-05","0.3590623442817611"
